USC00044518,19521001,PRCP,0,Unnamed: 4,Unnamed: 5,0.1,Unnamed: 7
USC00044518,19521002,PRCP,0,,,0,
USC00044518,19521003,PRCP,0,,,0,
USC00044518,19521004,PRCP,0,,,0,
USC00044518,19521005,PRCP,0,,,0,
USC00044518,19521006,PRCP,0,,,0,
USC00044518,19521007,PRCP,0,,,0,
USC00044518,19521008,PRCP,0,,,0,
USC00044518,19521009,PRCP,0,,,0,
USC00044518,19521010,PRCP,0,,,0,
USC00044518,19521011,PRCP,0,,,0,
USC00044518,19521012,PRCP,0,,,0,
USC00044518,19521013,PRCP,0,,,0,
USC00044518,19521014,PRCP,0,,,0,
USC00044518,19521015,PRCP,0,,,0,
USC00044518,19521016,PRCP,0,,,0,
USC00044518,19521017,PRCP,0,,,0,
USC00044518,19521018,PRCP,0,,,0,
USC00044518,19521019,PRCP,0,,,0,
USC00044518,19521020,PRCP,0,,,0,
USC00044518,19521021,PRCP,0,,,0,
USC00044518,19521022,PRCP,0,,,0,
USC00044518,19521023,PRCP,0,,,0,
USC00044518,19521024,PRCP,0,,,0,
USC00044518,19521025,PRCP,0,,,0,
USC00044518,19521026,PRCP,0,,,0,
USC00044518,19521027,PRCP,0,,,0,
USC00044518,19521028,PRCP,0,,,0,
USC00044518,19521029,PRCP,0,,,0,
USC00044518,19521030,PRCP,0,,,0,
USC00044518,19521031,PRCP,0,,,0,
USC00044518,19521001,SNOW,0,,,0,
USC00044518,19521002,SNOW,0,,,0,
USC00044518,19521003,SNOW,0,,,0,
USC00044518,19521004,SNOW,0,,,0,
USC00044518,19521005,SNOW,0,,,0,
USC00044518,19521006,SNOW,0,,,0,
USC00044518,19521007,SNOW,0,,,0,
USC00044518,19521008,SNOW,0,,,0,
USC00044518,19521009,SNOW,0,,,0,
USC00044518,19521010,SNOW,0,,,0,
USC00044518,19521011,SNOW,0,,,0,
USC00044518,19521012,SNOW,0,,,0,
USC00044518,19521013,SNOW,0,,,0,
USC00044518,19521014,SNOW,0,,,0,
USC00044518,19521015,SNOW,0,,,0,
USC00044518,19521016,SNOW,0,,,0,
USC00044518,19521017,SNOW,0,,,0,
USC00044518,19521018,SNOW,0,,,0,
USC00044518,19521019,SNOW,0,,,0,
USC00044518,19521020,SNOW,0,,,0,
USC00044518,19521021,SNOW,0,,,0,
USC00044518,19521022,SNOW,0,,,0,
USC00044518,19521023,SNOW,0,,,0,
USC00044518,19521024,SNOW,0,,,0,
USC00044518,19521025,SNOW,0,,,0,
