US1CANV0022,20081219,PRCP,254,Unnamed: 4,Unnamed: 5,N,0600
US1CANV0022,20081220,PRCP,30,,,N,600
US1CANV0022,20081221,PRCP,0,T,,N,600
US1CANV0022,20081222,PRCP,246,,,N,600
US1CANV0022,20081223,PRCP,0,T,,N,600
US1CANV0022,20081225,PRCP,348,,,N,600
US1CANV0022,20081227,PRCP,0,,,N,600
US1CANV0022,20081228,PRCP,0,,,N,600
US1CANV0022,20081230,PRCP,0,,,N,600
US1CANV0022,20081231,PRCP,0,,,N,600
US1CANV0022,20081227,SNOW,0,,,N,600
US1CANV0022,20081228,SNOW,0,,,N,600
US1CANV0022,20081230,SNOW,0,,,N,600
US1CANV0022,20081231,SNOW,0,,,N,600
US1CANV0022,20090102,PRCP,13,,,N,600
US1CANV0022,20090103,PRCP,64,,,N,600
US1CANV0022,20090104,PRCP,0,,,N,600
US1CANV0022,20090105,PRCP,0,,,N,600
US1CANV0022,20090106,PRCP,15,,,N,600
US1CANV0022,20090107,PRCP,0,,,N,600
US1CANV0022,20090108,PRCP,0,,,N,600
US1CANV0022,20090109,PRCP,0,T,,N,600
US1CANV0022,20090110,PRCP,0,,,N,600
US1CANV0022,20090111,PRCP,0,,,N,600
US1CANV0022,20090112,PRCP,0,,,N,600
US1CANV0022,20090113,PRCP,0,,,N,600
US1CANV0022,20090114,PRCP,0,,,N,600
US1CANV0022,20090115,PRCP,0,,,N,600
US1CANV0022,20090116,PRCP,0,,,N,600
US1CANV0022,20090117,PRCP,0,,,N,600
US1CANV0022,20090118,PRCP,0,,,N,600
US1CANV0022,20090119,PRCP,0,,,N,600
US1CANV0022,20090120,PRCP,0,,,N,600
US1CANV0022,20090121,PRCP,0,,,N,600
US1CANV0022,20090122,PRCP,173,,,N,600
US1CANV0022,20090123,PRCP,130,,,N,600
US1CANV0022,20090124,PRCP,89,,,N,600
US1CANV0022,20090125,PRCP,61,,,N,600
US1CANV0022,20090126,PRCP,56,,,N,600
US1CANV0022,20090127,PRCP,0,,,N,600
US1CANV0022,20090128,PRCP,0,,,N,600
US1CANV0022,20090129,PRCP,0,,,N,600
US1CANV0022,20090130,PRCP,0,,,N,600
US1CANV0022,20090131,PRCP,0,,,N,800
US1CANV0022,20090104,SNOW,0,,,N,600
US1CANV0022,20090105,SNOW,0,,,N,600
US1CANV0022,20090107,SNOW,0,,,N,600
US1CANV0022,20090108,SNOW,0,,,N,600
US1CANV0022,20090110,SNOW,0,,,N,600
US1CANV0022,20090111,SNOW,0,,,N,600
US1CANV0022,20090112,SNOW,0,,,N,600
US1CANV0022,20090113,SNOW,0,,,N,600
US1CANV0022,20090114,SNOW,0,,,N,600
US1CANV0022,20090115,SNOW,0,,,N,600
US1CANV0022,20090116,SNOW,0,,,N,600
US1CANV0022,20090117,SNOW,0,,,N,600
US1CANV0022,20090118,SNOW,0,,,N,600
US1CANV0022,20090119,SNOW,0,,,N,600
US1CANV0022,20090120,SNOW,0,,,N,600
US1CANV0022,20090121,SNOW,0,,,N,600
US1CANV0022,20090127,SNOW,0,,,N,600
US1CANV0022,20090128,SNOW,0,,,N,600
US1CANV0022,20090129,SNOW,0,,,N,600
US1CANV0022,20090130,SNOW,0,,,N,600
US1CANV0022,20090131,SNOW,0,,,N,800
US1CANV0022,20090201,PRCP,0,,,N,700
US1CANV0022,20090202,PRCP,0,,,N,600
US1CANV0022,20090203,PRCP,0,,,N,600
US1CANV0022,20090204,PRCP,0,,,N,600
US1CANV0022,20090205,PRCP,0,,,N,600
US1CANV0022,20090206,PRCP,69,,,N,600
US1CANV0022,20090207,PRCP,23,,,N,1030
US1CANV0022,20090208,PRCP,0,,,N,1230
US1CANV0022,20090209,PRCP,208,,,N,700
US1CANV0022,20090210,PRCP,0,,,N,600
US1CANV0022,20090211,PRCP,64,,,N,600
US1CANV0022,20090212,PRCP,81,,,N,600
US1CANV0022,20090213,PRCP,124,,,N,600
US1CANV0022,20090214,PRCP,150,,,N,600
US1CANV0022,20090215,PRCP,97,,,N,800
US1CANV0022,20090216,PRCP,127,,,N,900
US1CANV0022,20090217,PRCP,175,,,N,600
US1CANV0022,20090218,PRCP,183,,,N,600
US1CANV0022,20090219,PRCP,5,,,N,600
US1CANV0022,20090220,PRCP,0,,,N,600
US1CANV0022,20090221,PRCP,0,,,N,900
US1CANV0022,20090222,PRCP,76,,,N,600
US1CANV0022,20090223,PRCP,282,,,N,600
US1CANV0022,20090224,PRCP,274,,,N,600
US1CANV0022,20090225,PRCP,0,,,N,600
US1CANV0022,20090226,PRCP,140,,,N,600
US1CANV0022,20090227,PRCP,10,,,N,600
US1CANV0022,20090228,PRCP,0,,,N,600
US1CANV0022,20090201,SNOW,0,,,N,700
US1CANV0022,20090202,SNOW,0,,,N,600
US1CANV0022,20090203,SNOW,0,,,N,600
US1CANV0022,20090204,SNOW,0,,,N,600
US1CANV0022,20090205,SNOW,0,,,N,600
US1CANV0022,20090208,SNOW,0,,,N,1230
US1CANV0022,20090210,SNOW,0,,,N,600
