US1CASR0035,20120922,PRCP,0,Unnamed: 4,Unnamed: 5,N,0700
US1CASR0035,20120923,PRCP,0,,,N,700
US1CASR0035,20120924,PRCP,0,,,N,700
US1CASR0035,20120925,PRCP,0,,,N,700
US1CASR0035,20120926,PRCP,0,,,N,700
US1CASR0035,20120927,PRCP,0,,,N,700
US1CASR0035,20120928,PRCP,0,,,N,700
US1CASR0035,20120922,SNOW,0,,,N,700
US1CASR0035,20120923,SNOW,0,,,N,700
US1CASR0035,20120924,SNOW,0,,,N,700
US1CASR0035,20120925,SNOW,0,,,N,700
US1CASR0035,20120926,SNOW,0,,,N,700
US1CASR0035,20120927,SNOW,0,,,N,700
US1CASR0035,20120928,SNOW,0,,,N,700
US1CASR0035,20121001,PRCP,0,,,N,700
US1CASR0035,20121002,PRCP,0,,,N,700
US1CASR0035,20121005,PRCP,0,,,N,700
US1CASR0035,20121008,PRCP,0,,,N,700
US1CASR0035,20121009,PRCP,0,,,N,700
US1CASR0035,20121010,PRCP,0,,,N,700
US1CASR0035,20121011,PRCP,0,,,N,700
US1CASR0035,20121012,PRCP,81,,,N,700
US1CASR0035,20121015,PRCP,0,,,N,700
US1CASR0035,20121016,PRCP,0,,,N,700
US1CASR0035,20121017,PRCP,0,,,N,700
US1CASR0035,20121019,PRCP,0,,,N,700
US1CASR0035,20121020,PRCP,0,,,N,700
US1CASR0035,20121021,PRCP,0,,,N,700
US1CASR0035,20121022,PRCP,0,,,N,700
US1CASR0035,20121024,PRCP,0,,,N,700
US1CASR0035,20121025,PRCP,0,,,N,700
US1CASR0035,20121028,PRCP,0,,,N,700
US1CASR0035,20121030,PRCP,0,,,N,700
US1CASR0035,20121031,PRCP,0,,,N,700
US1CASR0035,20121001,SNOW,0,,,N,700
US1CASR0035,20121002,SNOW,0,,,N,700
US1CASR0035,20121005,SNOW,0,,,N,700
US1CASR0035,20121008,SNOW,0,,,N,700
US1CASR0035,20121009,SNOW,0,,,N,700
US1CASR0035,20121010,SNOW,0,,,N,700
US1CASR0035,20121011,SNOW,0,,,N,700
US1CASR0035,20121015,SNOW,0,,,N,700
US1CASR0035,20121016,SNOW,0,,,N,700
US1CASR0035,20121017,SNOW,0,,,N,700
US1CASR0035,20121019,SNOW,0,,,N,700
US1CASR0035,20121020,SNOW,0,,,N,700
US1CASR0035,20121021,SNOW,0,,,N,700
US1CASR0035,20121022,SNOW,0,,,N,700
US1CASR0035,20121024,SNOW,0,,,N,700
US1CASR0035,20121025,SNOW,0,,,N,700
US1CASR0035,20121028,SNOW,0,,,N,700
US1CASR0035,20121030,SNOW,0,,,N,700
US1CASR0035,20121031,SNOW,0,,,N,700
US1CASR0035,20121102,PRCP,0,,,N,700
US1CASR0035,20121105,PRCP,0,,,N,700
US1CASR0035,20121118,PRCP,0,,,N,700
US1CASR0035,20121119,PRCP,0,,,N,700
US1CASR0035,20121121,PRCP,0,,,N,700
US1CASR0035,20121123,PRCP,0,,,N,700
US1CASR0035,20121126,PRCP,0,,,N,700
US1CASR0035,20121127,PRCP,0,,,N,700
US1CASR0035,20121128,PRCP,0,,,N,700
US1CASR0035,20121102,SNOW,0,,,N,700
US1CASR0035,20121105,SNOW,0,,,N,700
US1CASR0035,20121118,SNOW,0,,,N,700
US1CASR0035,20121119,SNOW,0,,,N,700
US1CASR0035,20121121,SNOW,0,,,N,700
US1CASR0035,20121123,SNOW,0,,,N,700
US1CASR0035,20121126,SNOW,0,,,N,700
US1CASR0035,20121127,SNOW,0,,,N,700
US1CASR0035,20121128,SNOW,0,,,N,700
US1CASR0035,20121203,PRCP,0,,,N,700
US1CASR0035,20121204,PRCP,0,,,N,700
US1CASR0035,20121207,PRCP,0,,,N,700
US1CASR0035,20121212,PRCP,0,,,N,700
US1CASR0035,20121213,PRCP,23,,,N,700
US1CASR0035,20121214,PRCP,97,,,N,700
US1CASR0035,20121215,PRCP,0,,,N,700
US1CASR0035,20121216,PRCP,0,,,N,700
US1CASR0035,20121217,PRCP,0,,,N,700
US1CASR0035,20121218,PRCP,3,,,N,700
US1CASR0035,20121219,PRCP,13,,,N,700
US1CASR0035,20121222,PRCP,0,,,N,700
US1CASR0035,20121224,PRCP,0,,,N,700
US1CASR0035,20121225,PRCP,0,,,N,700
US1CASR0035,20121226,PRCP,5,,,N,700
US1CASR0035,20121229,PRCP,0,,,N,700
US1CASR0035,20121230,PRCP,0,,,N,700
US1CASR0035,20121231,PRCP,0,,,N,700
US1CASR0035,20121203,SNOW,0,,,N,700
US1CASR0035,20121204,SNOW,0,,,N,700
US1CASR0035,20121207,SNOW,0,,,N,700
US1CASR0035,20121212,SNOW,0,,,N,700
US1CASR0035,20121215,SNOW,0,,,N,700
US1CASR0035,20121216,SNOW,0,,,N,700
US1CASR0035,20121217,SNOW,0,,,N,700
US1CASR0035,20121222,SNOW,0,,,N,700
US1CASR0035,20121224,SNOW,0,,,N,700
US1CASR0035,20121225,SNOW,0,,,N,700
US1CASR0035,20121229,SNOW,0,,,N,700
US1CASR0035,20121230,SNOW,0,,,N,700
US1CASR0035,20121231,SNOW,0,,,N,700
US1CASR0035,20130101,PRCP,0,,,N,700
US1CASR0035,20130107,PRCP,8,,,N,700
US1CASR0035,20130108,PRCP,0,,,N,700
US1CASR0035,20130109,PRCP,0,,,N,700
US1CASR0035,20130112,PRCP,0,,,N,700
US1CASR0035,20130113,PRCP,0,,,N,700
US1CASR0035,20130114,PRCP,0,,,N,700
US1CASR0035,20130115,PRCP,0,,,N,700
US1CASR0035,20130116,PRCP,0,,,N,700
US1CASR0035,20130117,PRCP,0,,,N,700
US1CASR0035,20130124,PRCP,18,,,N,700
US1CASR0035,20130125,PRCP,13,,L,N,700
US1CASR0035,20130128,PRCP,0,,L,N,700
US1CASR0035,20130129,PRCP,0,,,N,700
US1CASR0035,20130101,SNOW,0,,,N,700
US1CASR0035,20130108,SNOW,0,,,N,700
US1CASR0035,20130109,SNOW,0,,,N,700
US1CASR0035,20130112,SNOW,0,,,N,700
US1CASR0035,20130113,SNOW,0,,,N,700
US1CASR0035,20130114,SNOW,0,,,N,700
US1CASR0035,20130115,SNOW,0,,,N,700
US1CASR0035,20130116,SNOW,0,,,N,700
US1CASR0035,20130117,SNOW,0,,,N,700
US1CASR0035,20130128,SNOW,0,,,N,700
US1CASR0035,20130129,SNOW,0,,,N,700
US1CASR0035,20130128,DAPR,4,,L,N,700
US1CASR0035,20130128,MDPR,53,,L,N,700
US1CASR0035,20130203,PRCP,0,,,N,700
US1CASR0035,20130204,PRCP,0,,,N,700
US1CASR0035,20130205,PRCP,0,,,N,700
US1CASR0035,20130208,PRCP,0,,,N,700
US1CASR0035,20130209,PRCP,0,,,N,700
US1CASR0035,20130210,PRCP,0,,,N,700
US1CASR0035,20130211,PRCP,0,,,N,700
US1CASR0035,20130214,PRCP,0,,,N,700
US1CASR0035,20130215,PRCP,0,,,N,700
US1CASR0035,20130216,PRCP,0,,,N,700
US1CASR0035,20130217,PRCP,0,,,N,700
US1CASR0035,20130218,PRCP,0,,,N,700
US1CASR0035,20130219,PRCP,0,,,N,700
US1CASR0035,20130220,PRCP,10,,,N,700
US1CASR0035,20130221,PRCP,5,,,N,700
US1CASR0035,20130223,PRCP,0,,,N,700
US1CASR0035,20130224,PRCP,0,,,N,700
US1CASR0035,20130225,PRCP,0,,,N,700
US1CASR0035,20130226,PRCP,0,,,N,700
US1CASR0035,20130228,PRCP,0,,,N,700
US1CASR0035,20130203,SNOW,0,,,N,700
US1CASR0035,20130204,SNOW,0,,,N,700
US1CASR0035,20130205,SNOW,0,,,N,700
US1CASR0035,20130208,SNOW,0,,,N,700
US1CASR0035,20130209,SNOW,0,,,N,700
US1CASR0035,20130210,SNOW,0,,,N,700
US1CASR0035,20130211,SNOW,0,,,N,700
US1CASR0035,20130214,SNOW,0,,,N,700
US1CASR0035,20130215,SNOW,0,,,N,700
US1CASR0035,20130216,SNOW,0,,,N,700
US1CASR0035,20130217,SNOW,0,,,N,700
US1CASR0035,20130218,SNOW,0,,,N,700
US1CASR0035,20130219,SNOW,0,,,N,700
US1CASR0035,20130220,SNOW,0,,,N,700
US1CASR0035,20130223,SNOW,0,,,N,700
US1CASR0035,20130224,SNOW,0,,,N,700
US1CASR0035,20130225,SNOW,0,,,N,700
US1CASR0035,20130226,SNOW,0,,,N,700
US1CASR0035,20130228,SNOW,0,,,N,700
US1CASR0035,20130302,PRCP,0,,,N,700
US1CASR0035,20130303,PRCP,0,,,N,700
US1CASR0035,20130306,PRCP,0,,,N,700
US1CASR0035,20130307,PRCP,0,,,N,700
US1CASR0035,20130308,PRCP,15,,,N,700
US1CASR0035,20130309,PRCP,66,,,N,700
US1CASR0035,20130311,PRCP,0,,,N,700
US1CASR0035,20130312,PRCP,0,,,N,700
US1CASR0035,20130313,PRCP,0,,,N,700
