US1CAHM0024,20090929,PRCP,0,Unnamed: 4,Unnamed: 5,N,0700
US1CAHM0024,20090930,PRCP,0,,,N,700
US1CAHM0024,20090929,SNOW,0,,,N,700
US1CAHM0024,20090930,SNOW,0,,,N,700
US1CAHM0024,20091001,PRCP,0,,,N,700
US1CAHM0024,20091002,PRCP,0,,,N,700
US1CAHM0024,20091003,PRCP,0,,,N,700
US1CAHM0024,20091004,PRCP,0,,,N,700
US1CAHM0024,20091005,PRCP,0,,,N,700
US1CAHM0024,20091006,PRCP,0,,,N,700
US1CAHM0024,20091007,PRCP,0,,,N,700
US1CAHM0024,20091008,PRCP,0,,,N,700
US1CAHM0024,20091009,PRCP,0,,,N,700
US1CAHM0024,20091010,PRCP,0,,,N,700
US1CAHM0024,20091011,PRCP,0,,,N,700
US1CAHM0024,20091012,PRCP,0,,,N,700
US1CAHM0024,20091013,PRCP,38,,,N,700
US1CAHM0024,20091014,PRCP,234,,,N,700
US1CAHM0024,20091015,PRCP,69,,,N,700
US1CAHM0024,20091016,PRCP,0,,,N,700
US1CAHM0024,20091017,PRCP,3,,,N,700
US1CAHM0024,20091018,PRCP,28,,,N,700
US1CAHM0024,20091019,PRCP,23,,,N,700
US1CAHM0024,20091020,PRCP,3,,,N,700
US1CAHM0024,20091021,PRCP,0,,,N,700
US1CAHM0024,20091022,PRCP,0,T,,N,700
US1CAHM0024,20091023,PRCP,0,T,,N,700
US1CAHM0024,20091024,PRCP,8,,,N,700
US1CAHM0024,20091025,PRCP,0,T,,N,700
US1CAHM0024,20091026,PRCP,0,,,N,700
US1CAHM0024,20091027,PRCP,51,,,N,700
US1CAHM0024,20091028,PRCP,0,T,,N,700
US1CAHM0024,20091029,PRCP,0,,,N,700
US1CAHM0024,20091030,PRCP,0,,,N,700
US1CAHM0024,20091031,PRCP,0,,,N,700
US1CAHM0024,20091001,SNOW,0,,,N,700
US1CAHM0024,20091002,SNOW,0,,,N,700
US1CAHM0024,20091003,SNOW,0,,,N,700
US1CAHM0024,20091004,SNOW,0,,,N,700
US1CAHM0024,20091005,SNOW,0,,,N,700
US1CAHM0024,20091006,SNOW,0,,,N,700
US1CAHM0024,20091007,SNOW,0,,,N,700
US1CAHM0024,20091008,SNOW,0,,,N,700
US1CAHM0024,20091009,SNOW,0,,,N,700
US1CAHM0024,20091010,SNOW,0,,,N,700
US1CAHM0024,20091011,SNOW,0,,,N,700
US1CAHM0024,20091012,SNOW,0,,,N,700
