USS0019L07S,19780930,TMAX,0,Unnamed: 4,D,T,Unnamed: 7
USS0019L07S,19780930,TMIN,0,,D,T,
USS0019L07S,19780930,TOBS,71,,,T,
USS0019L07S,19780930,TAVG,0,,,T,
USS0019L07S,19780930,WESD,0,,,T,
USS0019L07S,19781001,TMAX,0,,D,T,
USS0019L07S,19781002,TMAX,0,,D,T,
USS0019L07S,19781003,TMAX,0,,D,T,
USS0019L07S,19781004,TMAX,0,,D,T,
USS0019L07S,19781005,TMAX,0,,D,T,
USS0019L07S,19781006,TMAX,0,,D,T,
USS0019L07S,19781007,TMAX,0,,D,T,
USS0019L07S,19781008,TMAX,0,,D,T,
USS0019L07S,19781009,TMAX,0,,D,T,
USS0019L07S,19781010,TMAX,0,,D,T,
USS0019L07S,19781011,TMAX,0,,D,T,
USS0019L07S,19781012,TMAX,0,,D,T,
USS0019L07S,19781013,TMAX,0,,D,T,
USS0019L07S,19781014,TMAX,0,,D,T,
USS0019L07S,19781015,TMAX,0,,D,T,
USS0019L07S,19781016,TMAX,0,,D,T,
USS0019L07S,19781017,TMAX,0,,D,T,
USS0019L07S,19781018,TMAX,0,,D,T,
USS0019L07S,19781019,TMAX,0,,D,T,
USS0019L07S,19781020,TMAX,0,,D,T,
USS0019L07S,19781021,TMAX,0,,D,T,
USS0019L07S,19781022,TMAX,0,,D,T,
USS0019L07S,19781023,TMAX,0,,D,T,
USS0019L07S,19781024,TMAX,0,,D,T,
USS0019L07S,19781025,TMAX,0,,D,T,
USS0019L07S,19781026,TMAX,0,,D,T,
USS0019L07S,19781027,TMAX,0,,D,T,
USS0019L07S,19781028,TMAX,0,,D,T,
USS0019L07S,19781029,TMAX,0,,D,T,
USS0019L07S,19781030,TMAX,0,,D,T,
USS0019L07S,19781031,TMAX,0,,D,T,
USS0019L07S,19781001,TMIN,0,,D,T,
USS0019L07S,19781002,TMIN,0,,D,T,
USS0019L07S,19781003,TMIN,0,,D,T,
USS0019L07S,19781004,TMIN,0,,D,T,
USS0019L07S,19781005,TMIN,0,,D,T,
USS0019L07S,19781006,TMIN,0,,D,T,
USS0019L07S,19781007,TMIN,0,,D,T,
USS0019L07S,19781008,TMIN,0,,D,T,
USS0019L07S,19781009,TMIN,0,,D,T,
USS0019L07S,19781010,TMIN,0,,D,T,
USS0019L07S,19781011,TMIN,0,,D,T,
USS0019L07S,19781012,TMIN,0,,D,T,
USS0019L07S,19781013,TMIN,0,,D,T,
USS0019L07S,19781014,TMIN,0,,D,T,
USS0019L07S,19781015,TMIN,0,,D,T,
USS0019L07S,19781016,TMIN,0,,D,T,
USS0019L07S,19781017,TMIN,0,,D,T,
USS0019L07S,19781018,TMIN,0,,D,T,
USS0019L07S,19781019,TMIN,0,,D,T,
USS0019L07S,19781020,TMIN,0,,D,T,
USS0019L07S,19781021,TMIN,0,,D,T,
USS0019L07S,19781022,TMIN,0,,D,T,
USS0019L07S,19781023,TMIN,0,,D,T,
USS0019L07S,19781024,TMIN,0,,D,T,
USS0019L07S,19781025,TMIN,0,,D,T,
USS0019L07S,19781026,TMIN,0,,D,T,
USS0019L07S,19781027,TMIN,0,,D,T,
USS0019L07S,19781028,TMIN,0,,D,T,
USS0019L07S,19781029,TMIN,0,,D,T,
USS0019L07S,19781030,TMIN,0,,D,T,
USS0019L07S,19781031,TMIN,0,,D,T,
USS0019L07S,19781001,TOBS,20,,,T,
USS0019L07S,19781002,TOBS,30,,,T,
USS0019L07S,19781003,TOBS,30,,,T,
USS0019L07S,19781004,TOBS,36,,,T,
USS0019L07S,19781005,TOBS,54,,,T,
USS0019L07S,19781006,TOBS,18,,,T,
USS0019L07S,19781007,TOBS,20,,,T,
USS0019L07S,19781008,TOBS,48,,,T,
USS0019L07S,19781009,TOBS,31,,,T,
USS0019L07S,19781010,TOBS,12,,,T,
USS0019L07S,19781011,TOBS,17,,,T,
USS0019L07S,19781012,TOBS,17,,,T,
USS0019L07S,19781013,TOBS,31,,,T,
USS0019L07S,19781014,TOBS,66,,,T,
USS0019L07S,19781015,TOBS,28,,,T,
USS0019L07S,19781016,TOBS,-4,,,T,
USS0019L07S,19781017,TOBS,5,,,T,
USS0019L07S,19781018,TOBS,13,,,T,
USS0019L07S,19781019,TOBS,-23,,,T,
USS0019L07S,19781020,TOBS,5,,,T,
USS0019L07S,19781021,TOBS,9,,,T,
USS0019L07S,19781022,TOBS,-9,,,T,
USS0019L07S,19781023,TOBS,5,,,T,
USS0019L07S,19781024,TOBS,-11,,,T,
USS0019L07S,19781025,TOBS,48,,,T,
USS0019L07S,19781026,TOBS,10,,,T,
USS0019L07S,19781027,TOBS,8,,,T,
USS0019L07S,19781028,TOBS,40,,,T,
USS0019L07S,19781029,TOBS,-76,,,T,
USS0019L07S,19781030,TOBS,-79,,,T,
USS0019L07S,19781031,TOBS,-74,,,T,
USS0019L07S,19781001,PRCP,0,,,T,
USS0019L07S,19781002,PRCP,0,,,T,
USS0019L07S,19781003,PRCP,0,,,T,
USS0019L07S,19781004,PRCP,0,,,T,
USS0019L07S,19781005,PRCP,0,,,T,
USS0019L07S,19781006,PRCP,0,,,T,
USS0019L07S,19781007,PRCP,0,,,T,
USS0019L07S,19781008,PRCP,0,,,T,
USS0019L07S,19781009,PRCP,0,,,T,
USS0019L07S,19781010,PRCP,0,,,T,
USS0019L07S,19781011,PRCP,0,,,T,
USS0019L07S,19781012,PRCP,0,,,T,
USS0019L07S,19781013,PRCP,0,,,T,
USS0019L07S,19781014,PRCP,0,,,T,
USS0019L07S,19781015,PRCP,0,,,T,
USS0019L07S,19781016,PRCP,0,,,T,
USS0019L07S,19781017,PRCP,0,,,T,
USS0019L07S,19781018,PRCP,0,,,T,
USS0019L07S,19781019,PRCP,0,,,T,
USS0019L07S,19781020,PRCP,0,,,T,
USS0019L07S,19781021,PRCP,0,,,T,
USS0019L07S,19781022,PRCP,0,,,T,
USS0019L07S,19781023,PRCP,0,,,T,
USS0019L07S,19781024,PRCP,0,,,T,
USS0019L07S,19781025,PRCP,0,,,T,
USS0019L07S,19781026,PRCP,0,,,T,
USS0019L07S,19781027,PRCP,0,,,T,
USS0019L07S,19781028,PRCP,0,,,T,
USS0019L07S,19781029,PRCP,0,,,T,
USS0019L07S,19781030,PRCP,76,,,T,
USS0019L07S,19781031,PRCP,25,,,T,
USS0019L07S,19781001,TAVG,0,,,T,
USS0019L07S,19781002,TAVG,0,,,T,
USS0019L07S,19781003,TAVG,0,,,T,
USS0019L07S,19781004,TAVG,0,,,T,
USS0019L07S,19781005,TAVG,0,,,T,
USS0019L07S,19781006,TAVG,0,,,T,
USS0019L07S,19781007,TAVG,0,,,T,
USS0019L07S,19781008,TAVG,0,,,T,
USS0019L07S,19781009,TAVG,0,,,T,
USS0019L07S,19781010,TAVG,0,,,T,
USS0019L07S,19781011,TAVG,0,,,T,
USS0019L07S,19781012,TAVG,0,,,T,
USS0019L07S,19781013,TAVG,0,,,T,
USS0019L07S,19781014,TAVG,0,,,T,
USS0019L07S,19781015,TAVG,0,,,T,
USS0019L07S,19781016,TAVG,0,,,T,
USS0019L07S,19781017,TAVG,0,,,T,
USS0019L07S,19781018,TAVG,0,,,T,
USS0019L07S,19781019,TAVG,0,,,T,
USS0019L07S,19781020,TAVG,0,,,T,
USS0019L07S,19781021,TAVG,0,,,T,
USS0019L07S,19781022,TAVG,0,,,T,
USS0019L07S,19781023,TAVG,0,,,T,
USS0019L07S,19781024,TAVG,0,,,T,
USS0019L07S,19781025,TAVG,0,,,T,
USS0019L07S,19781026,TAVG,0,,,T,
USS0019L07S,19781027,TAVG,0,,,T,
USS0019L07S,19781028,TAVG,0,,,T,
USS0019L07S,19781029,TAVG,0,,,T,
USS0019L07S,19781030,TAVG,0,,,T,
USS0019L07S,19781031,TAVG,0,,,T,
USS0019L07S,19781001,WESD,0,,,T,
USS0019L07S,19781002,WESD,0,,,T,
USS0019L07S,19781003,WESD,0,,,T,
USS0019L07S,19781004,WESD,0,,,T,
USS0019L07S,19781005,WESD,0,,,T,
USS0019L07S,19781006,WESD,0,,,T,
USS0019L07S,19781007,WESD,0,,,T,
USS0019L07S,19781008,WESD,0,,,T,
USS0019L07S,19781009,WESD,0,,,T,
USS0019L07S,19781010,WESD,0,,,T,
USS0019L07S,19781011,WESD,0,,,T,
USS0019L07S,19781012,WESD,0,,,T,
USS0019L07S,19781013,WESD,0,,,T,
USS0019L07S,19781014,WESD,0,,,T,
USS0019L07S,19781015,WESD,0,,,T,
USS0019L07S,19781016,WESD,0,,,T,
USS0019L07S,19781017,WESD,0,,,T,
USS0019L07S,19781018,WESD,0,,,T,
USS0019L07S,19781019,WESD,0,,,T,
USS0019L07S,19781020,WESD,0,,,T,
USS0019L07S,19781021,WESD,0,,,T,
USS0019L07S,19781022,WESD,0,,,T,
USS0019L07S,19781023,WESD,0,,,T,
USS0019L07S,19781024,WESD,0,,,T,
USS0019L07S,19781025,WESD,0,,,T,
USS0019L07S,19781026,WESD,0,,,T,
USS0019L07S,19781027,WESD,0,,,T,
USS0019L07S,19781028,WESD,0,,,T,
USS0019L07S,19781029,WESD,0,,,T,
USS0019L07S,19781030,WESD,25,,,T,
USS0019L07S,19781031,WESD,0,,,T,
USS0019L07S,19781101,TMAX,0,,D,T,
USS0019L07S,19781102,TMAX,0,,D,T,
