US1CAED0020,20141114,PRCP,0,Unnamed: 4,Unnamed: 5,N,0800
US1CAED0020,20141114,SNOW,0,,,N,800
US1CAED0020,20141204,PRCP,201,,,N,800
US1CAED0020,20141205,PRCP,8,,,N,800
US1CAED0020,20141206,PRCP,3,,,N,800
US1CAED0020,20141207,PRCP,0,,,N,800
US1CAED0020,20141208,PRCP,0,,,N,800
US1CAED0020,20141209,PRCP,0,,,N,800
US1CAED0020,20141210,PRCP,0,,,N,800
US1CAED0020,20141211,PRCP,0,,,N,800
US1CAED0020,20141212,PRCP,135,,,N,800
US1CAED0020,20141213,PRCP,0,T,,N,800
US1CAED0020,20141214,PRCP,0,,,N,800
US1CAED0020,20141215,PRCP,0,,,N,800
US1CAED0020,20141216,PRCP,23,,,N,800
US1CAED0020,20141217,PRCP,5,,,N,800
US1CAED0020,20141218,PRCP,0,T,,N,800
US1CAED0020,20141219,PRCP,0,,,N,800
US1CAED0020,20141220,PRCP,208,,,N,800
US1CAED0020,20141221,PRCP,5,,,N,800
US1CAED0020,20141222,PRCP,0,,,N,800
US1CAED0020,20141223,PRCP,0,,,N,800
US1CAED0020,20141224,PRCP,0,,,N,800
US1CAED0020,20141225,PRCP,91,,,N,800
US1CAED0020,20141226,PRCP,0,T,,N,800
US1CAED0020,20141227,PRCP,0,,,N,800
US1CAED0020,20141228,PRCP,0,,,N,800
US1CAED0020,20141229,PRCP,0,,,N,800
US1CAED0020,20141230,PRCP,30,,,N,800
US1CAED0020,20141231,PRCP,0,T,,N,800
US1CAED0020,20141204,SNOW,0,,,N,800
US1CAED0020,20141205,SNOW,0,,,N,800
US1CAED0020,20141206,SNOW,0,,,N,800
US1CAED0020,20141207,SNOW,0,,,N,800
US1CAED0020,20141208,SNOW,0,,,N,800
US1CAED0020,20141209,SNOW,0,,,N,800
US1CAED0020,20141210,SNOW,0,,,N,800
US1CAED0020,20141211,SNOW,0,,,N,800
US1CAED0020,20141212,SNOW,5,,,N,800
US1CAED0020,20141214,SNOW,0,,,N,800
US1CAED0020,20141215,SNOW,0,,,N,800
US1CAED0020,20141216,SNOW,33,,,N,800
US1CAED0020,20141217,SNOW,3,,,N,800
US1CAED0020,20141218,SNOW,0,,,N,800
US1CAED0020,20141219,SNOW,0,,,N,800
US1CAED0020,20141220,SNOW,25,,,N,800
US1CAED0020,20141221,SNOW,0,,,N,800
US1CAED0020,20141222,SNOW,0,,,N,800
US1CAED0020,20141223,SNOW,0,,,N,800
US1CAED0020,20141224,SNOW,0,,,N,800
US1CAED0020,20141225,SNOW,13,,,N,800
US1CAED0020,20141226,SNOW,0,,,N,800
US1CAED0020,20141227,SNOW,0,,,N,800
US1CAED0020,20141228,SNOW,0,,,N,800
US1CAED0020,20141229,SNOW,0,,,N,800
US1CAED0020,20141230,SNOW,89,,,N,800
US1CAED0020,20141204,SNWD,0,,,N,800
US1CAED0020,20141205,SNWD,0,,,N,800
US1CAED0020,20141206,SNWD,0,,,N,800
US1CAED0020,20141207,SNWD,0,,,N,800
US1CAED0020,20141208,SNWD,0,,,N,800
US1CAED0020,20141209,SNWD,0,,,N,800
US1CAED0020,20141210,SNWD,0,,,N,800
US1CAED0020,20141211,SNWD,0,,,N,800
US1CAED0020,20141215,SNWD,0,,,N,800
US1CAED0020,20141216,SNWD,38,,,N,800
US1CAED0020,20141217,SNWD,0,,,N,800
US1CAED0020,20141218,SNWD,0,,,N,800
US1CAED0020,20141220,SNWD,25,,,N,800
US1CAED0020,20141221,SNWD,0,,,N,800
US1CAED0020,20141222,SNWD,0,,,N,800
US1CAED0020,20141225,SNWD,13,,,N,800
US1CAED0020,20141226,SNWD,13,,,N,800
US1CAED0020,20141227,SNWD,13,,,N,800
US1CAED0020,20141230,SNWD,89,,,N,800
US1CAED0020,20141231,SNWD,51,,,N,800
US1CAED0020,20141204,WESD,0,,,N,800
US1CAED0020,20141205,WESD,0,,,N,800
US1CAED0020,20141206,WESD,0,,,N,800
US1CAED0020,20141207,WESD,0,,,N,800
US1CAED0020,20141208,WESD,0,,,N,800
US1CAED0020,20141209,WESD,0,,,N,800
US1CAED0020,20141210,WESD,0,,,N,800
US1CAED0020,20141211,WESD,0,,,N,800
US1CAED0020,20141215,WESD,0,,,N,800
US1CAED0020,20141216,WESD,23,,,N,800
US1CAED0020,20141217,WESD,0,,,N,800
US1CAED0020,20141220,WESD,208,,,N,800
US1CAED0020,20141221,WESD,0,,,N,800
US1CAED0020,20141222,WESD,0,,,N,800
US1CAED0020,20141230,WESD,30,,,N,800
US1CAED0020,20141204,WESF,0,,,N,800
US1CAED0020,20141205,WESF,0,,,N,800
US1CAED0020,20141206,WESF,0,,,N,800
US1CAED0020,20141207,WESF,0,,,N,800
US1CAED0020,20141208,WESF,0,,,N,800
US1CAED0020,20141209,WESF,0,,,N,800
US1CAED0020,20141210,WESF,0,,,N,800
US1CAED0020,20141211,WESF,0,,,N,800
US1CAED0020,20141215,WESF,0,,,N,800
US1CAED0020,20141216,WESF,23,,,N,800
US1CAED0020,20141217,WESF,5,,,N,800
US1CAED0020,20141218,WESF,0,,,N,800
US1CAED0020,20141220,WESF,208,,,N,800
US1CAED0020,20141221,WESF,0,,,N,800
US1CAED0020,20141230,WESF,30,,,N,800
US1CAED0020,20150101,PRCP,0,,,N,800
US1CAED0020,20150102,PRCP,0,,,N,800
US1CAED0020,20150103,PRCP,0,,,N,800
US1CAED0020,20150104,PRCP,0,,,N,800
US1CAED0020,20150105,PRCP,0,,,N,800
US1CAED0020,20150106,PRCP,0,,,N,800
US1CAED0020,20150107,PRCP,0,,,N,800
US1CAED0020,20150108,PRCP,0,,,N,800
US1CAED0020,20150109,PRCP,0,,,N,800
US1CAED0020,20150110,PRCP,0,,,N,800
US1CAED0020,20150111,PRCP,0,,,N,800
US1CAED0020,20150112,PRCP,0,,,N,800
US1CAED0020,20150113,PRCP,0,,,N,800
US1CAED0020,20150114,PRCP,0,,,N,800
US1CAED0020,20150115,PRCP,0,,,N,800
US1CAED0020,20150116,PRCP,0,,,N,800
US1CAED0020,20150117,PRCP,0,,,N,800
US1CAED0020,20150118,PRCP,0,,,N,800
US1CAED0020,20150119,PRCP,0,,,N,800
US1CAED0020,20150120,PRCP,0,,,N,800
US1CAED0020,20150121,PRCP,0,,,N,800
US1CAED0020,20150122,PRCP,0,,,N,800
US1CAED0020,20150123,PRCP,0,,,N,800
US1CAED0020,20150124,PRCP,0,,,N,800
US1CAED0020,20150125,PRCP,0,,,N,800
US1CAED0020,20150126,PRCP,0,,,N,800
US1CAED0020,20150127,PRCP,0,T,,N,800
US1CAED0020,20150128,PRCP,25,,,N,800
US1CAED0020,20150129,PRCP,0,,,N,800
US1CAED0020,20150130,PRCP,0,T,,N,800
US1CAED0020,20150131,PRCP,0,,,N,800
US1CAED0020,20150101,SNOW,0,,,N,800
US1CAED0020,20150102,SNOW,0,,,N,800
US1CAED0020,20150103,SNOW,0,,,N,800
US1CAED0020,20150104,SNOW,0,,,N,800
US1CAED0020,20150105,SNOW,0,,,N,800
US1CAED0020,20150106,SNOW,0,,,N,800
US1CAED0020,20150107,SNOW,0,,,N,800
US1CAED0020,20150108,SNOW,0,,,N,800
US1CAED0020,20150109,SNOW,0,,,N,800
US1CAED0020,20150110,SNOW,0,,,N,800
US1CAED0020,20150111,SNOW,0,,,N,800
US1CAED0020,20150112,SNOW,0,,,N,800
US1CAED0020,20150113,SNOW,0,,,N,800
US1CAED0020,20150114,SNOW,0,,,N,800
US1CAED0020,20150115,SNOW,0,,,N,800
US1CAED0020,20150116,SNOW,0,,,N,800
US1CAED0020,20150117,SNOW,0,,,N,800
US1CAED0020,20150118,SNOW,0,,,N,800
US1CAED0020,20150119,SNOW,0,,,N,800
US1CAED0020,20150120,SNOW,0,,,N,800
US1CAED0020,20150121,SNOW,0,,,N,800
US1CAED0020,20150122,SNOW,0,,,N,800
US1CAED0020,20150123,SNOW,0,,,N,800
US1CAED0020,20150124,SNOW,0,,,N,800
