US1CAMP0006,20101215,PRCP,221,Unnamed: 4,Unnamed: 5,N,0800
US1CAMP0006,20101216,PRCP,51,,,N,800
US1CAMP0006,20101217,PRCP,20,,,N,800
US1CAMP0006,20101218,PRCP,958,,,N,800
US1CAMP0006,20101219,PRCP,478,,,N,800
US1CAMP0006,20101220,PRCP,287,,,N,800
US1CAMP0006,20101221,PRCP,137,,,N,800
US1CAMP0006,20101222,PRCP,79,,,N,800
US1CAMP0006,20101223,PRCP,66,,,N,800
US1CAMP0006,20101214,DAPR,9,,,N,800
US1CAMP0006,20101214,MDPR,0,,,N,800
US1CAMP0006,20110103,PRCP,231,,,N,800
US1CAMP0006,20110104,PRCP,0,,,N,800
US1CAMP0006,20110105,PRCP,0,,,N,800
US1CAMP0006,20110110,PRCP,10,,,N,800
US1CAMP0006,20110112,PRCP,20,,,N,800
US1CAMP0006,20110114,PRCP,5,,,N,800
US1CAMP0006,20110104,SNOW,0,,,N,800
US1CAMP0006,20110105,SNOW,0,,,N,800
US1CAMP0006,20110102,DAPR,10,,,N,800
US1CAMP0006,20110102,MDPR,1433,,,N,800
US1CAMP0006,20110205,PRCP,0,,,N,800
US1CAMP0006,20110209,PRCP,5,,,N,800
US1CAMP0006,20110215,PRCP,0,T,,N,800
US1CAMP0006,20110216,PRCP,343,,,N,800
US1CAMP0006,20110217,PRCP,107,,,N,800
US1CAMP0006,20110218,PRCP,356,,,N,800
US1CAMP0006,20110219,PRCP,597,,,N,800
US1CAMP0006,20110220,PRCP,33,,,N,800
US1CAMP0006,20110221,PRCP,10,,,N,800
US1CAMP0006,20110225,PRCP,135,,,N,800
US1CAMP0006,20110226,PRCP,434,,,N,800
US1CAMP0006,20110227,PRCP,8,,,N,800
US1CAMP0006,20110205,SNOW,0,,,N,800
US1CAMP0006,20110218,SNOW,0,T,,N,800
US1CAMP0006,20110219,SNOW,127,,,N,800
US1CAMP0006,20110220,SNOW,5,,,N,800
US1CAMP0006,20110221,SNOW,0,T,,N,800
US1CAMP0006,20110225,SNOW,0,T,,N,800
US1CAMP0006,20110226,SNOW,0,T,,N,800
US1CAMP0006,20110227,SNOW,0,T,,N,800
US1CAMP0006,20110219,SNWD,127,,,N,800
US1CAMP0006,20110220,WESF,33,,,N,800
US1CAMP0006,20110221,WESF,0,T,,N,800
US1CAMP0006,20110302,PRCP,64,,,N,800
US1CAMP0006,20110303,PRCP,74,,,N,800
US1CAMP0006,20110304,PRCP,38,,,N,800
US1CAMP0006,20110306,PRCP,25,,,N,800
US1CAMP0006,20110307,PRCP,180,,,N,800
US1CAMP0006,20110308,PRCP,8,,,N,800
US1CAMP0006,20110314,PRCP,0,T,,N,800
US1CAMP0006,20110316,PRCP,145,,,N,800
US1CAMP0006,20110317,PRCP,71,,,N,800
US1CAMP0006,20110319,PRCP,254,,,N,800
US1CAMP0006,20110320,PRCP,432,,,N,800
US1CAMP0006,20110321,PRCP,1067,,,N,800
US1CAMP0006,20110322,PRCP,89,,,N,800
US1CAMP0006,20110323,PRCP,64,,,N,800
US1CAMP0006,20110324,PRCP,434,,,N,800
US1CAMP0006,20110325,PRCP,572,,,N,800
US1CAMP0006,20110326,PRCP,89,,,N,800
US1CAMP0006,20110327,PRCP,104,,,N,800
US1CAMP0006,20110304,SNOW,0,,,N,800
US1CAMP0006,20110306,SNOW,0,,,N,800
US1CAMP0006,20110307,SNOW,0,,,N,800
US1CAMP0006,20110319,SNOW,38,,,N,800
US1CAMP0006,20110320,SNOW,0,,,N,800
US1CAMP0006,20110321,SNOW,203,,,N,800
US1CAMP0006,20110322,SNOW,5,,,N,800
US1CAMP0006,20110324,SNOW,51,,,N,800
US1CAMP0006,20110325,SNOW,51,,,N,800
US1CAMP0006,20110319,SNWD,25,,,N,800
US1CAMP0006,20110320,SNWD,0,,,N,800
US1CAMP0006,20110325,SNWD,76,,,N,800
US1CAMP0006,20110326,SNWD,51,,,N,800
US1CAMP0006,20110319,WESD,254,,,N,800
US1CAMP0006,20110320,WESD,0,,,N,800
US1CAMP0006,20110304,WESF,0,,,N,800
US1CAMP0006,20110306,WESF,0,,,N,800
US1CAMP0006,20110307,WESF,0,,,N,800
US1CAMP0006,20110319,WESF,254,,,N,800
US1CAMP0006,20110320,WESF,0,,,N,800
US1CAMP0006,20110322,WESF,25,,,N,800
US1CAMP0006,20110407,PRCP,10,,,N,800
US1CAMP0006,20110424,DAPR,17,,,N,1700
US1CAMP0006,20110424,MDPR,262,,,N,1700
US1CAMP0006,20110510,PRCP,69,,,N,800
US1CAMP0006,20110515,PRCP,236,,,N,800
US1CAMP0006,20110516,PRCP,20,,,N,800
US1CAMP0006,20110518,PRCP,348,,,N,800
US1CAMP0006,20110519,PRCP,38,,,N,800
US1CAMP0006,20110529,PRCP,33,,,N,800
US1CAMP0006,20110530,PRCP,53,,,N,800
US1CAMP0006,20110515,SNOW,13,,,N,800
US1CAMP0006,20110515,WESF,58,,,N,800
US1CAMP0006,20110604,PRCP,0,T,,N,800
US1CAMP0006,20110605,PRCP,180,,,N,800
US1CAMP0006,20110606,PRCP,267,,,N,800
US1CAMP0006,20110607,PRCP,8,,,N,800
US1CAMP0006,20110629,PRCP,406,,,N,800
US1CAMP0006,20110630,PRCP,33,,,N,800
US1CAMP0006,20110801,PRCP,38,,,N,800
US1CAMP0006,20110911,PRCP,0,,,N,800
US1CAMP0006,20110912,PRCP,10,,,N,800
US1CAMP0006,20110925,PRCP,0,T,,N,800
US1CAMP0006,20110911,SNOW,0,,,N,800
US1CAMP0006,20111008,PRCP,699,,,N,800
US1CAMP0006,20111104,PRCP,84,,,N,800
US1CAMP0006,20111106,PRCP,89,,,N,800
US1CAMP0006,20111107,PRCP,38,,,N,800
US1CAMP0006,20111119,PRCP,10,,,N,800
US1CAMP0006,20111120,PRCP,64,,,N,800
US1CAMP0006,20111121,PRCP,48,,,N,800
US1CAMP0006,20120120,PRCP,0,T,,N,800
US1CAMP0006,20120121,PRCP,843,,,N,800
US1CAMP0006,20120122,PRCP,51,,,N,800
US1CAMP0006,20120123,PRCP,277,,,N,800
US1CAMP0006,20120204,PRCP,483,,,N,1600
US1CAMP0006,20120208,PRCP,30,,,N,800
US1CAMP0006,20120212,PRCP,10,,,N,800
US1CAMP0006,20120213,PRCP,168,,,N,800
US1CAMP0006,20120214,PRCP,25,,,N,800
US1CAMP0006,20120215,PRCP,178,,,N,800
US1CAMP0006,20120227,PRCP,8,,,N,800
US1CAMP0006,20120228,PRCP,13,,,N,800
US1CAMP0006,20120229,PRCP,8,,,N,800
US1CAMP0006,20120229,SNOW,0,T,,N,800
US1CAMP0006,20120301,PRCP,102,,,N,800
US1CAMP0006,20120302,PRCP,3,,,N,800
US1CAMP0006,20120306,PRCP,15,,,N,800
US1CAMP0006,20120307,PRCP,23,,,N,800
US1CAMP0006,20120314,PRCP,0,T,,N,800
US1CAMP0006,20120315,PRCP,0,T,,N,800
US1CAMP0006,20120317,PRCP,762,,,N,800
US1CAMP0006,20120318,PRCP,610,,,N,800
US1CAMP0006,20120319,PRCP,152,,,N,800
US1CAMP0006,20120325,PRCP,76,,,N,800
US1CAMP0006,20120326,PRCP,127,,,N,800
US1CAMP0006,20120328,PRCP,25,,,N,800
US1CAMP0006,20120307,SNOW,0,T,,N,800
US1CAMP0006,20120318,SNOW,203,,,N,800
US1CAMP0006,20120319,SNOW,140,,,N,800
US1CAMP0006,20120325,SNOW,0,T,,N,800
US1CAMP0006,20120318,SNWD,203,,,N,800
US1CAMP0006,20120319,SNWD,165,,,N,800
US1CAMP0006,20120319,WESF,152,,,N,800
US1CAMP0006,20120401,PRCP,241,,,N,800
US1CAMP0006,20120411,PRCP,130,,,N,800
US1CAMP0006,20120412,PRCP,170,,,N,800
US1CAMP0006,20120413,PRCP,290,,,N,800
US1CAMP0006,20120414,PRCP,150,,,N,800
US1CAMP0006,20120426,PRCP,193,,,N,800
US1CAMP0006,20120427,PRCP,130,,,N,800
US1CAMP0006,20120401,SNOW,0,T,,N,800
US1CAMP0006,20120414,SNOW,13,,,N,800
US1CAMP0006,20120414,SNWD,13,,,N,800
US1CAMP0006,20120401,WESF,0,T,,N,800
US1CAMP0006,20120605,PRCP,124,,,N,800
US1CAMP0006,20120906,PRCP,15,,,N,800
US1CAMP0006,20121012,PRCP,10,,,N,800
US1CAMP0006,20121013,PRCP,43,,,N,800
US1CAMP0006,20121109,PRCP,84,,,N,800
US1CAMP0006,20121110,PRCP,79,,,N,800
US1CAMP0006,20121116,PRCP,15,,,N,800
US1CAMP0006,20121117,PRCP,269,,,N,800
US1CAMP0006,20121118,PRCP,457,,,N,800
US1CAMP0006,20121119,PRCP,25,,,N,800
US1CAMP0006,20121121,PRCP,8,,,N,800
US1CAMP0006,20121122,PRCP,3,,,N,800
US1CAMP0006,20121123,PRCP,277,,,N,800
US1CAMP0006,20121110,SNOW,25,,,N,800
US1CAMP0006,20121215,PRCP,0,,,N,800
US1CAMP0006,20121217,PRCP,30,,,N,800
US1CAMP0006,20121218,PRCP,381,,,N,800
US1CAMP0006,20121219,PRCP,5,,,N,800
US1CAMP0006,20121222,PRCP,211,,,N,800
US1CAMP0006,20121223,PRCP,241,,,N,800
US1CAMP0006,20121230,PRCP,0,,L,N,800
US1CAMP0006,20121215,SNOW,0,,,N,800
US1CAMP0006,20121230,SNOW,0,,,N,800
US1CAMP0006,20121214,DAPR,17,,,N,0
US1CAMP0006,20121230,DAPR,7,,L,N,800
US1CAMP0006,20121214,MDPR,2159,,,N,0
US1CAMP0006,20121230,MDPR,864,,L,N,800
US1CAMP0006,20130106,PRCP,84,,,N,800
US1CAMP0006,20130107,PRCP,38,,,N,800
US1CAMP0006,20130110,PRCP,46,,,N,800
US1CAMP0006,20130124,PRCP,81,,,N,800
US1CAMP0006,20130125,PRCP,64,,,N,800
US1CAMP0006,20130126,PRCP,13,,,N,800
US1CAMP0006,20130127,PRCP,20,,,N,800
US1CAMP0006,20130128,PRCP,64,,,N,800
US1CAMP0006,20130110,SNOW,0,T,,N,800
US1CAMP0006,20130128,SNOW,0,T,,N,800
US1CAMP0006,20130128,SNWD,0,T,,N,800
US1CAMP0006,20130208,PRCP,51,,,N,800
US1CAMP0006,20130209,PRCP,10,,,N,800
US1CAMP0006,20130219,PRCP,13,,,N,800
US1CAMP0006,20130220,PRCP,178,,,N,800
US1CAMP0006,20130208,SNOW,0,T,,N,800
US1CAMP0006,20130209,SNOW,0,T,,N,800
US1CAMP0006,20130220,SNOW,114,,,N,800
US1CAMP0006,20130208,WESF,0,T,,N,800
US1CAMP0006,20130209,WESF,0,T,,N,800
US1CAMP0006,20130220,WESF,178,,,N,800
US1CAMP0006,20130303,PRCP,13,,,N,800
US1CAMP0006,20130304,PRCP,18,,,N,800
US1CAMP0006,20130306,PRCP,61,,,N,800
US1CAMP0006,20130307,PRCP,130,,,N,800
US1CAMP0006,20130308,PRCP,66,,,N,800
US1CAMP0006,20130309,PRCP,30,,,N,800
US1CAMP0006,20130320,PRCP,38,,,N,800
US1CAMP0006,20130321,PRCP,5,,,N,800
US1CAMP0006,20130327,PRCP,0,T,,N,800
US1CAMP0006,20130331,PRCP,221,,,N,800
US1CAMP0006,20130401,PRCP,20,,,N,800
US1CAMP0006,20130402,PRCP,25,,,N,800
US1CAMP0006,20130405,PRCP,30,,,N,800
US1CAMP0006,20130408,PRCP,51,,,N,800
US1CAMP0006,20130416,PRCP,25,,,N,800
US1CAMP0006,20130417,PRCP,10,,,N,800
US1CAMP0006,20130507,PRCP,191,,,N,800
US1CAMP0006,20130508,PRCP,51,,,N,800
US1CAMP0006,20130510,PRCP,0,T,,N,800
US1CAMP0006,20130611,PRCP,0,T,,N,800
US1CAMP0006,20130624,PRCP,0,T,,N,800
US1CAMP0006,20130625,PRCP,13,,,N,800
US1CAMP0006,20130723,PRCP,15,,,N,800
US1CAMP0006,20130922,PRCP,130,,,N,800
US1CAMP0006,20131010,PRCP,46,,,N,800
US1CAMP0006,20131028,PRCP,114,,,N,800
US1CAMP0006,20131029,PRCP,104,,,N,800
US1CAMP0006,20131120,PRCP,71,,,N,800
US1CAMP0006,20131121,PRCP,127,,,N,800
US1CAMP0006,20131203,PRCP,38,,,N,800
US1CAMP0006,20131204,PRCP,74,,,N,800
US1CAMP0006,20131207,PRCP,127,,,N,800
US1CAMP0006,20131208,PRCP,18,,,N,800
US1CAMP0006,20131209,PRCP,0,,,N,800
US1CAMP0006,20131210,PRCP,0,,,N,800
US1CAMP0006,20131211,PRCP,0,,,N,800
US1CAMP0006,20131212,PRCP,0,,,N,800
US1CAMP0006,20131213,PRCP,0,,,N,800
US1CAMP0006,20131214,PRCP,0,,,N,800
US1CAMP0006,20131215,PRCP,0,,,N,800
US1CAMP0006,20131220,PRCP,8,,,N,800
US1CAMP0006,20131207,SNOW,203,,,N,800
US1CAMP0006,20131208,SNOW,13,,,N,800
US1CAMP0006,20131209,SNOW,0,,,N,800
US1CAMP0006,20131210,SNOW,0,,,N,800
US1CAMP0006,20131211,SNOW,0,,,N,800
US1CAMP0006,20131212,SNOW,0,,,N,800
US1CAMP0006,20131213,SNOW,0,,,N,800
US1CAMP0006,20131214,SNOW,0,,,N,800
US1CAMP0006,20131215,SNOW,0,,,N,800
US1CAMP0006,20131207,SNWD,203,,,N,800
US1CAMP0006,20131208,SNWD,203,,,N,800
US1CAMP0006,20131209,SNWD,140,,,N,800
US1CAMP0006,20131210,SNWD,114,,,N,800
US1CAMP0006,20131211,SNWD,114,,,N,800
US1CAMP0006,20131212,SNWD,89,,,N,800
US1CAMP0006,20131213,SNWD,64,,,N,800
US1CAMP0006,20131214,SNWD,64,,,N,800
